Schools,Colleges,Hospitals,Gyms,Boys_Hostels,Girls_Hostels,Turfs,Parking_Spaces,Competitors,Rent_Cost,Daily_Footfall,Avg_Income,Shop_Area_SqFt,Dist_To_Transit,Best_Shop_Type,Area_Type,Dominant_Age_Group
8.0,4.0,4.0,5.0,8.0,8.0,4.0,11.0,5.0,55341.0,935.0,47721.0,2181.0,1687.0,Stationery,Urban,Seniors
5.0,5.0,3.0,2.0,3.0,1.0,1.0,25.0,1.0,57975.0,5955.0,128086.0,925.0,1264.0,Clothing Store,Rural,Adults
2.0,3.0,4.0,5.0,8.0,3.0,4.0,23.0,8.0,77194.0,11755.0,37855.0,2696.0,1391.0,Supermarket,Rural,
3.0,3.0,0.0,3.0,3.0,1.0,3.0,27.0,5.0,19453.0,,130428.0,3141.0,927.0,Supermarket,Rural,Kids
3.0,1.0,1.0,1.0,1.0,3.0,4.0,25.0,9.0,34921.0,8851.0,28560.0,3675.0,362.0,Supermarket,Urban,Seniors
2.0,1.0,0.0,2.0,9.0,2.0,4.0,1.0,1.0,79997.0,5067.0,93585.0,1786.0,1803.0,Barber Shop,Urban,Teens
2.0,1.0,5.0,2.0,2.0,6.0,4.0,7.0,0.0,22348.0,12149.0,92051.0,534.0,1605.0,Pharmacy,Semi-Urban,Kids
2.0,2.0,5.0,0.0,1.0,4.0,1.0,26.0,3.0,37007.0,3381.0,47572.0,2501.0,831.0,Supermarket,Urban,Seniors
3.0,1.0,5.0,3.0,0.0,6.0,1.0,11.0,1.0,33714.0,2695.0,93385.0,3602.0,982.0,Pharmacy,Urban,Adults
6.0,5.0,2.0,0.0,5.0,1.0,3.0,8.0,6.0,60921.0,12844.0,122813.0,2791.0,924.0,Fast Food,Rural,Kids
3.0,,1.0,2.0,3.0,3.0,3.0,25.0,6.0,67706.0,3633.0,119131.0,1154.0,889.0,Clothing Store,Rural,Teens
8.0,0.0,5.0,3.0,6.0,5.0,4.0,13.0,2.0,11288.0,3534.0,116891.0,931.0,1190.0,Pharmacy,Semi-Urban,Seniors
0.0,4.0,3.0,3.0,6.0,4.0,0.0,25.0,9.0,59419.0,4169.0,88311.0,1507.0,301.0,Supermarket,Urban,Kids
7.0,1.0,3.0,5.0,9.0,1.0,2.0,5.0,0.0,49146.0,6106.0,80161.0,344.0,1008.0,Stationery,Rural,Kids
6.0,5.0,0.0,4.0,0.0,6.0,4.0,16.0,1.0,48716.0,5107.0,66881.0,1897.0,1590.0,Stationery,Rural,Teens
1.0,5.0,5.0,1.0,8.0,1.0,2.0,10.0,7.0,30935.0,7331.0,75294.0,3203.0,988.0,Pharmacy,Urban,Seniors
7.0,5.0,2.0,4.0,7.0,8.0,1.0,26.0,3.0,61538.0,6854.0,58953.0,2050.0,901.0,Supermarket,Urban,Kids
0.0,2.0,3.0,4.0,9.0,6.0,3.0,18.0,2.0,27572.0,13434.0,33076.0,2947.0,632.0,Supermarket,Semi-Urban,Kids
8.0,4.0,4.0,2.0,0.0,2.0,0.0,20.0,9.0,15160.0,14902.0,101185.0,1951.0,100.0,Supermarket,Rural,
8.0,3.0,1.0,5.0,7.0,5.0,3.0,12.0,6.0,15332.0,3365.0,36671.0,2441.0,758.0,Stationery,Semi-Urban,Adults
1.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,9.0,29590.0,3311.0,106941.0,2338.0,553.0,Beauty Parlor,Rural,Seniors
6.0,1.0,3.0,4.0,0.0,8.0,4.0,2.0,3.0,60520.0,11541.0,94047.0,3143.0,1824.0,Fast Food,Urban,Adults
2.0,5.0,3.0,4.0,3.0,2.0,1.0,24.0,1.0,32560.0,12892.0,54637.0,464.0,1313.0,Pharmacy,Semi-Urban,Adults
6.0,4.0,0.0,3.0,6.0,1.0,0.0,20.0,2.0,59666.0,11594.0,,3835.0,90.0,Supermarket,Semi-Urban,Teens
8.0,3.0,0.0,2.0,4.0,1.0,4.0,13.0,3.0,25910.0,3640.0,100669.0,2586.0,776.0,Stationery,Semi-Urban,Kids
3.0,2.0,5.0,4.0,2.0,3.0,4.0,7.0,0.0,31492.0,1886.0,104153.0,2411.0,1519.0,Pharmacy,Semi-Urban,Kids
0.0,0.0,1.0,1.0,3.0,0.0,0.0,6.0,7.0,18871.0,11062.0,106440.0,1792.0,1992.0,Beauty Parlor,Rural,Seniors
1.0,1.0,,0.0,1.0,8.0,3.0,3.0,7.0,14595.0,9291.0,51002.0,2622.0,1160.0,Pharmacy,Urban,Adults
0.0,0.0,0.0,0.0,7.0,2.0,4.0,2.0,4.0,15398.0,1685.0,143151.0,2724.0,962.0,Beauty Parlor,Semi-Urban,Seniors
4.0,2.0,2.0,2.0,1.0,4.0,3.0,18.0,5.0,54767.0,1126.0,55352.0,2770.0,1836.0,Supermarket,Urban,Teens
4.0,4.0,1.0,0.0,5.0,1.0,2.0,26.0,3.0,18493.0,1822.0,30357.0,1255.0,1498.0,Stationery,Rural,Teens
6.0,4.0,2.0,3.0,6.0,7.0,0.0,1.0,2.0,70933.0,8200.0,131704.0,930.0,1348.0,Pet Grooming,Urban,Kids
8.0,2.0,5.0,3.0,6.0,2.0,2.0,4.0,2.0,62038.0,6143.0,43383.0,1915.0,590.0,Pharmacy,Urban,Teens
8.0,5.0,0.0,1.0,0.0,4.0,4.0,11.0,3.0,72263.0,8723.0,91675.0,3396.0,1195.0,Stationery,Semi-Urban,Seniors
2.0,2.0,1.0,5.0,7.0,6.0,0.0,1.0,5.0,77010.0,8354.0,80348.0,671.0,1205.0,Barber Shop,Rural,Seniors
2.0,1.0,5.0,2.0,8.0,1.0,4.0,17.0,1.0,65550.0,1892.0,44002.0,3106.0,246.0,Pharmacy,Rural,Teens
2.0,3.0,3.0,2.0,6.0,2.0,0.0,14.0,5.0,65118.0,8137.0,21367.0,263.0,1275.0,Pharmacy,Rural,Seniors
3.0,0.0,5.0,0.0,7.0,7.0,3.0,15.0,7.0,61306.0,1877.0,,3554.0,703.0,Pharmacy,Urban,Adults
7.0,0.0,4.0,4.0,3.0,9.0,1.0,11.0,8.0,62324.0,11050.0,111807.0,295.0,854.0,Beauty Parlor,Urban,Seniors
5.0,4.0,3.0,4.0,7.0,7.0,1.0,11.0,3.0,31104.0,5044.0,45942.0,308.0,1499.0,Stationery,Semi-Urban,Adults
7.0,5.0,2.0,5.0,2.0,2.0,0.0,27.0,4.0,52351.0,8503.0,129899.0,3635.0,233.0,Supermarket,Urban,Kids
0.0,4.0,3.0,4.0,0.0,9.0,2.0,3.0,7.0,30435.0,6404.0,139288.0,1053.0,1077.0,Beauty Parlor,Semi-Urban,Teens
7.0,1.0,,5.0,7.0,6.0,0.0,21.0,9.0,33580.0,4434.0,81542.0,2370.0,823.0,Supermarket,Rural,Adults
3.0,2.0,3.0,1.0,5.0,1.0,3.0,27.0,1.0,43124.0,13146.0,85492.0,3010.0,416.0,Supermarket,Urban,Teens
0.0,0.0,4.0,2.0,8.0,8.0,2.0,21.0,9.0,41122.0,11608.0,83652.0,2168.0,1852.0,Supermarket,Rural,Teens
7.0,1.0,5.0,0.0,2.0,7.0,0.0,7.0,1.0,68937.0,7515.0,117587.0,945.0,776.0,Pharmacy,Urban,Kids
3.0,4.0,4.0,1.0,7.0,8.0,0.0,10.0,8.0,50077.0,7828.0,83649.0,935.0,453.0,Pet Grooming,Semi-Urban,Kids
5.0,4.0,3.0,3.0,8.0,8.0,4.0,21.0,5.0,52046.0,2739.0,131700.0,1602.0,771.0,Supermarket,Semi-Urban,Kids
7.0,0.0,4.0,3.0,8.0,6.0,3.0,21.0,9.0,40067.0,975.0,115449.0,322.0,447.0,Clothing Store,Urban,Adults
3.0,4.0,3.0,3.0,6.0,3.0,3.0,3.0,8.0,40923.0,12925.0,89987.0,3447.0,1842.0,Fast Food,Rural,Teens
2.0,5.0,1.0,5.0,9.0,4.0,1.0,11.0,9.0,52158.0,14679.0,50960.0,2229.0,817.0,Barber Shop,Rural,Adults
8.0,4.0,3.0,5.0,2.0,6.0,4.0,20.0,6.0,26136.0,14753.0,90065.0,3626.0,1322.0,Supermarket,Rural,Kids
2.0,3.0,0.0,2.0,2.0,4.0,2.0,26.0,4.0,77051.0,3058.0,118810.0,3976.0,,Supermarket,Urban,Seniors
8.0,2.0,4.0,3.0,1.0,9.0,1.0,22.0,8.0,41328.0,11708.0,42433.0,2364.0,410.0,Supermarket,Semi-Urban,Seniors
1.0,4.0,4.0,5.0,0.0,7.0,3.0,9.0,8.0,31685.0,9165.0,35752.0,1513.0,1431.0,Pharmacy,Rural,Seniors
1.0,3.0,2.0,5.0,1.0,4.0,0.0,26.0,1.0,29169.0,9188.0,101873.0,968.0,648.0,Clothing Store,,Seniors
1.0,1.0,2.0,4.0,4.0,4.0,4.0,8.0,7.0,26880.0,8801.0,91659.0,753.0,272.0,Sports Nutrition,Semi-Urban,Teens
5.0,4.0,0.0,5.0,0.0,4.0,3.0,15.0,7.0,33680.0,11814.0,112969.0,1572.0,1727.0,Supermarket,Semi-Urban,Seniors
2.0,5.0,4.0,3.0,9.0,3.0,3.0,3.0,1.0,32025.0,1301.0,34630.0,345.0,1656.0,Pharmacy,Urban,Adults
8.0,1.0,4.0,1.0,3.0,6.0,4.0,25.0,9.0,11676.0,5505.0,25149.0,1421.0,610.0,Fast Food,Urban,Adults
3.0,4.0,2.0,3.0,9.0,1.0,,16.0,6.0,27052.0,1997.0,63394.0,2893.0,951.0,Supermarket,Rural,Seniors
0.0,0.0,2.0,4.0,9.0,9.0,1.0,21.0,0.0,44414.0,1880.0,135313.0,418.0,737.0,Clothing Store,Semi-Urban,Teens
3.0,3.0,3.0,3.0,0.0,3.0,4.0,17.0,4.0,31764.0,10194.0,91799.0,1390.0,1902.0,Sports Nutrition,Semi-Urban,Seniors
0.0,3.0,5.0,0.0,9.0,2.0,3.0,26.0,4.0,38618.0,14818.0,131995.0,2558.0,712.0,Supermarket,Rural,Kids
4.0,0.0,4.0,4.0,7.0,9.0,3.0,6.0,9.0,13162.0,10009.0,99489.0,1084.0,857.0,Beauty Parlor,Urban,Teens
3.0,2.0,4.0,2.0,4.0,7.0,4.0,21.0,4.0,74761.0,7203.0,73116.0,2906.0,766.0,Supermarket,Urban,Teens
7.0,5.0,3.0,3.0,9.0,6.0,0.0,8.0,1.0,48566.0,527.0,38808.0,2925.0,746.0,Stationery,Semi-Urban,Kids
7.0,3.0,4.0,5.0,3.0,2.0,2.0,5.0,2.0,75272.0,4971.0,147682.0,586.0,1223.0,Beauty Parlor,Urban,
,1.0,0.0,1.0,2.0,3.0,4.0,29.0,5.0,14531.0,5532.0,82030.0,3132.0,1708.0,Supermarket,Urban,Teens
2.0,5.0,2.0,,8.0,3.0,0.0,21.0,0.0,,9951.0,37896.0,826.0,707.0,Pharmacy,Rural,Seniors
0.0,3.0,2.0,1.0,5.0,9.0,3.0,19.0,5.0,55670.0,5083.0,24034.0,,,Supermarket,Rural,Seniors
0.0,2.0,5.0,0.0,0.0,6.0,1.0,27.0,5.0,72295.0,11691.0,27800.0,475.0,1196.0,Pharmacy,Semi-Urban,
2.0,1.0,2.0,2.0,7.0,7.0,3.0,24.0,6.0,62766.0,14189.0,76293.0,1344.0,1660.0,Clothing Store,Rural,Teens
5.0,5.0,1.0,5.0,9.0,3.0,3.0,2.0,8.0,41192.0,2510.0,130058.0,2313.0,568.0,Pet Grooming,Rural,Adults
6.0,1.0,0.0,4.0,1.0,7.0,0.0,14.0,8.0,59539.0,3892.0,47617.0,2062.0,1625.0,Supermarket,Semi-Urban,Teens
5.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0,3.0,65000.0,2523.0,81072.0,1356.0,1821.0,Sports Nutrition,Rural,Teens
5.0,4.0,3.0,2.0,6.0,8.0,2.0,26.0,1.0,44273.0,3631.0,25822.0,2016.0,159.0,Supermarket,Semi-Urban,Adults
5.0,0.0,1.0,0.0,2.0,6.0,2.0,25.0,4.0,76511.0,4820.0,39074.0,2481.0,1422.0,Supermarket,Urban,Teens
2.0,5.0,4.0,0.0,3.0,3.0,4.0,23.0,0.0,22289.0,12544.0,35942.0,252.0,626.0,Pharmacy,Semi-Urban,Kids
5.0,4.0,5.0,3.0,2.0,7.0,4.0,23.0,4.0,27223.0,10168.0,49790.0,2452.0,216.0,Supermarket,Rural,Teens
7.0,0.0,0.0,0.0,5.0,9.0,1.0,26.0,9.0,52154.0,12839.0,58665.0,2131.0,623.0,Supermarket,Semi-Urban,Kids
1.0,4.0,1.0,3.0,8.0,1.0,4.0,16.0,2.0,25833.0,,113298.0,3852.0,1968.0,Supermarket,Rural,Teens
4.0,3.0,1.0,1.0,9.0,7.0,1.0,8.0,6.0,65717.0,1883.0,27010.0,3155.0,1890.0,Barber Shop,Rural,Kids
0.0,1.0,0.0,2.0,8.0,9.0,4.0,1.0,6.0,57888.0,,48635.0,3338.0,1107.0,Barber Shop,Semi-Urban,Teens
0.0,4.0,3.0,1.0,0.0,5.0,1.0,5.0,2.0,16898.0,9423.0,27222.0,2557.0,395.0,Pharmacy,Rural,Adults
4.0,3.0,1.0,1.0,9.0,6.0,4.0,24.0,4.0,14220.0,10699.0,21782.0,2123.0,541.0,Supermarket,Urban,Teens
2.0,2.0,2.0,1.0,5.0,6.0,4.0,15.0,8.0,30523.0,10439.0,93363.0,2482.0,686.0,Supermarket,Rural,Adults
3.0,0.0,1.0,1.0,0.0,1.0,2.0,12.0,3.0,20404.0,7067.0,,1242.0,492.0,Beauty Parlor,Rural,Adults
2.0,2.0,4.0,4.0,3.0,1.0,3.0,5.0,1.0,38005.0,2589.0,118857.0,1052.0,1711.0,Pharmacy,Rural,Seniors
0.0,5.0,0.0,0.0,6.0,3.0,3.0,22.0,2.0,,6040.0,100652.0,778.0,1920.0,Clothing Store,Semi-Urban,Adults
0.0,3.0,4.0,2.0,3.0,5.0,1.0,14.0,0.0,53770.0,9671.0,130599.0,3150.0,1358.0,Supermarket,Rural,Adults
4.0,2.0,3.0,2.0,8.0,3.0,0.0,90.70994609544609,4.0,25871.0,14218.0,42807.0,1360.0,1866.0,Bakery,Urban,Adults
5.0,2.0,5.0,5.0,9.0,5.0,2.0,4.0,8.0,39382.0,13110.0,129333.0,971.0,621.0,Beauty Parlor,,Teens
2.0,3.0,2.0,1.0,4.0,4.0,4.0,16.0,1.0,63154.0,4920.0,45050.0,2430.0,811.0,Supermarket,Rural,Seniors
8.0,1.0,0.0,2.0,8.0,5.0,2.0,8.0,2.0,21482.0,6978.0,27854.0,1474.0,1143.0,Stationery,Semi-Urban,Adults
4.0,4.0,1.0,3.0,0.0,8.0,0.0,25.0,,43433.0,5217.0,31808.0,2270.0,549.0,Supermarket,Semi-Urban,Teens
7.0,5.0,2.0,2.0,3.0,5.0,2.0,29.0,6.0,16327.0,8808.0,75099.0,2578.0,1100.0,Supermarket,Rural,Seniors
0.0,5.0,1.0,1.0,6.0,,0.0,12.0,9.0,52366.0,1080.0,88121.0,1178.0,373.0,Pet Grooming,Urban,Adults
4.0,0.0,3.0,2.0,1.0,7.0,0.0,6.0,6.0,68666.0,2645.0,,2056.0,1653.0,Pharmacy,Urban,Seniors
2.0,4.0,5.0,0.0,8.0,4.0,0.0,15.0,0.0,59554.0,10989.0,109474.0,1744.0,1437.0,Supermarket,Urban,Teens
0.0,0.0,0.0,1.0,2.0,4.0,0.0,7.0,2.0,65957.0,10202.0,148059.0,2289.0,1834.0,Beauty Parlor,Semi-Urban,Seniors
3.0,5.0,3.0,4.0,3.0,9.0,0.0,17.0,0.0,41098.0,5486.0,91645.0,782.0,476.0,Pharmacy,Rural,Seniors
4.0,4.0,,0.0,3.0,0.0,4.0,4.0,8.0,63809.0,685.0,66075.0,1121.0,667.0,Coolbar,Urban,Kids
6.0,2.0,5.0,2.0,7.0,5.0,2.0,12.0,6.0,58799.0,2266.0,110213.0,2268.0,342.0,Beauty Parlor,Semi-Urban,Adults
0.0,1.0,3.0,4.0,1.0,0.0,3.0,23.0,4.0,72428.0,4075.0,118953.0,3383.0,227.0,Supermarket,Rural,Kids
2.0,2.0,3.0,5.0,4.0,7.0,3.0,22.0,6.0,79164.0,14625.0,85413.0,1602.0,589.0,Supermarket,Rural,Adults
1.0,1.0,1.0,0.0,1.0,9.0,4.0,6.0,2.0,66753.0,8522.0,77616.0,3921.0,1652.0,Supermarket,Semi-Urban,Teens
8.0,3.0,4.0,5.0,5.0,8.0,1.0,19.0,2.0,68747.0,13218.0,47834.0,1745.0,1773.0,Supermarket,Rural,Teens
5.0,0.0,1.0,3.0,8.0,5.0,0.0,12.0,0.0,74347.0,2308.0,139686.0,3461.0,1858.0,Supermarket,Rural,Seniors
2.0,0.0,5.0,0.0,8.0,8.0,2.0,1.0,4.0,59287.0,1916.0,146970.0,1928.0,656.0,Beauty Parlor,Semi-Urban,Kids
7.0,3.0,2.0,4.0,0.0,1.0,0.0,25.0,6.0,57124.0,13623.0,74669.0,1323.0,751.0,Clothing Store,Urban,Teens
7.0,4.0,5.0,5.0,3.0,8.0,,18.0,2.0,55585.0,,132993.0,1802.0,1674.0,Supermarket,Rural,Teens
1.0,3.0,5.0,3.0,3.0,3.0,3.0,13.0,4.0,59513.0,2275.0,87191.0,3626.0,531.0,Pharmacy,Rural,Adults
5.0,5.0,5.0,5.0,0.0,2.0,0.0,29.0,9.0,13342.0,3521.0,127245.0,2740.0,608.0,Supermarket,Urban,Adults
6.0,3.0,5.0,2.0,9.0,0.0,2.0,13.0,0.0,12953.0,5905.0,136677.0,1235.0,994.0,Pharmacy,Rural,Adults
1.0,1.0,3.0,1.0,1.0,0.0,2.0,8.0,6.0,36942.0,6482.0,64960.0,802.0,905.0,Pharmacy,Rural,Kids
1.0,5.0,5.0,5.0,5.0,7.0,3.0,3.0,7.0,38792.0,4144.0,108401.0,3992.0,275.0,Beauty Parlor,Semi-Urban,Teens
0.0,3.0,2.0,2.0,,1.0,4.0,16.0,7.0,12021.0,8884.0,65509.0,3162.0,1864.0,Supermarket,Semi-Urban,Teens
7.0,0.0,5.0,1.0,2.0,0.0,3.0,25.0,0.0,76541.0,12717.0,124721.0,1169.0,893.0,Pharmacy,Urban,Kids
0.0,2.0,1.0,1.0,8.0,1.0,3.0,19.0,3.0,70154.0,1934.0,58237.0,2290.0,1954.0,Supermarket,Urban,Teens
8.0,1.0,3.0,4.0,2.0,2.0,0.0,28.0,8.0,23186.0,10933.0,108003.0,2849.0,1033.0,Supermarket,Urban,Teens
,1.0,1.0,3.0,2.0,3.0,1.0,15.0,1.0,39941.0,4384.0,132536.0,1103.0,1794.0,Beauty Parlor,Semi-Urban,Adults
6.0,4.0,3.0,3.0,8.0,8.0,4.0,23.0,0.0,36633.0,5659.0,126733.0,3963.0,1398.0,Supermarket,Rural,Kids
6.0,2.0,1.0,0.0,2.0,6.0,4.0,29.0,5.0,59968.0,9008.0,84706.0,942.0,891.0,Clothing Store,Urban,
2.0,1.0,0.0,2.0,5.0,4.0,4.0,7.0,0.0,76112.0,7659.0,93133.0,3273.0,1518.0,Supermarket,Semi-Urban,Kids
1.0,3.0,4.0,4.0,5.0,4.0,0.0,25.0,5.0,21247.0,13164.0,134116.0,531.0,1408.0,Clothing Store,Semi-Urban,Teens
8.0,1.0,4.0,5.0,0.0,5.0,3.0,14.0,0.0,25776.0,11036.0,83725.0,1902.0,1279.0,Pharmacy,Rural,Seniors
7.0,1.0,3.0,2.0,6.0,0.0,0.0,25.0,5.0,35778.0,14411.0,74130.0,765.0,286.0,Clothing Store,Semi-Urban,Kids
6.0,1.0,0.0,5.0,8.0,5.0,2.0,17.0,8.0,30533.0,13981.0,141767.0,1903.0,1624.0,Supermarket,Urban,Seniors
8.0,4.0,2.0,5.0,8.0,5.0,1.0,9.0,4.0,37000.0,689.0,94169.0,356.0,1793.0,Stationery,Semi-Urban,
3.0,1.0,0.0,5.0,8.0,4.0,1.0,3.0,3.0,50113.0,13930.0,64804.0,2319.0,328.0,Bakery,Urban,Seniors
3.0,1.0,3.0,,1.0,9.0,0.0,6.0,7.0,60108.0,11356.0,136297.0,1494.0,482.0,Beauty Parlor,Urban,
0.0,4.0,0.0,0.0,0.0,8.0,3.0,,3.0,12059.0,12777.0,121932.0,2273.0,1009.0,Supermarket,Rural,Adults
7.0,5.0,2.0,4.0,5.0,9.0,4.0,16.0,3.0,71001.0,4319.0,,2679.0,712.0,Stationery,Semi-Urban,Adults
2.0,2.0,3.0,0.0,5.0,9.0,2.0,7.0,8.0,24885.0,2724.0,136661.0,811.0,1601.0,Beauty Parlor,Rural,Seniors
6.0,5.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,53870.0,,130163.0,1392.0,978.0,Stationery,Semi-Urban,Teens
1.0,0.0,5.0,0.0,7.0,8.0,1.0,21.0,2.0,64759.0,13534.0,74847.0,3519.0,100.0,Supermarket,Urban,Kids
1.0,4.0,0.0,3.0,4.0,9.0,3.0,20.0,3.0,26364.0,2268.0,113545.0,3339.0,1635.0,Supermarket,Semi-Urban,Seniors
,4.0,4.0,4.0,6.0,6.0,4.0,9.0,7.0,34212.0,3461.0,93420.0,3012.0,385.0,Sports Nutrition,Urban,Kids
5.0,,4.0,3.0,8.0,2.0,1.0,14.0,0.0,38054.0,11473.0,104090.0,2873.0,1139.0,Supermarket,Rural,Teens
2.0,1.0,1.0,3.0,0.0,8.0,3.0,,2.0,30139.0,5080.0,138963.0,1896.0,1487.0,Supermarket,Semi-Urban,Adults
8.0,0.0,2.0,4.0,8.0,9.0,4.0,5.0,1.0,67811.0,12536.0,143369.0,2387.0,1683.0,Beauty Parlor,Urban,Adults
5.0,1.0,5.0,2.0,3.0,6.0,0.0,9.0,5.0,42603.0,14168.0,42016.0,2681.0,537.0,Pharmacy,Semi-Urban,Seniors
5.0,3.0,0.0,1.0,6.0,3.0,3.0,29.0,8.0,59894.0,9342.0,123413.0,700.0,1108.0,Clothing Store,Rural,Teens
0.0,1.0,4.0,0.0,3.0,8.0,2.0,0.0,9.0,,10743.0,112893.0,402.0,1573.0,Beauty Parlor,Rural,Adults
3.0,1.0,4.0,5.0,3.0,5.0,3.0,5.0,8.0,14815.0,14896.0,111619.0,,685.0,Beauty Parlor,Semi-Urban,Teens
5.0,3.0,2.0,0.0,3.0,8.0,3.0,12.0,9.0,45026.0,8815.0,52940.0,948.0,1516.0,Coolbar,Urban,Teens
5.0,0.0,5.0,5.0,5.0,3.0,3.0,29.0,4.0,79072.0,2406.0,40581.0,2081.0,1198.0,Supermarket,Semi-Urban,Seniors
4.0,3.0,5.0,2.0,4.0,9.0,4.0,2.0,2.0,29136.0,4286.0,26087.0,1401.0,588.0,Pharmacy,Semi-Urban,Adults
0.0,4.0,4.0,1.0,1.0,1.0,4.0,11.0,7.0,19892.0,14628.0,67688.0,1765.0,161.0,Pharmacy,Rural,Seniors
7.0,3.0,4.0,2.0,8.0,8.0,0.0,14.0,8.0,26065.0,,149512.0,2987.0,1237.0,Beauty Parlor,Urban,Adults
4.0,2.0,4.0,1.0,5.0,9.0,0.0,21.0,8.0,65019.0,9999.0,24029.0,959.0,1231.0,Bakery,Rural,Teens
4.0,4.0,4.0,4.0,9.0,3.0,4.0,6.0,0.0,29573.0,7914.0,72269.0,3752.0,743.0,Pharmacy,Urban,Seniors
6.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,9.0,79764.0,14029.0,49088.0,1204.0,853.0,Fast Food,Semi-Urban,Kids
3.0,4.0,1.0,5.0,8.0,6.0,1.0,8.0,4.0,42925.0,7957.0,41412.0,2662.0,622.0,Barber Shop,Rural,Adults
5.0,0.0,5.0,3.0,0.0,6.0,3.0,15.0,9.0,64890.0,12715.0,102107.0,3017.0,978.0,Supermarket,Semi-Urban,Adults
3.0,0.0,3.0,3.0,6.0,4.0,3.0,11.0,8.0,21436.0,4788.0,40086.0,2838.0,242.0,Barber Shop,Semi-Urban,Teens
2.0,3.0,0.0,5.0,2.0,4.0,2.0,8.0,2.0,34209.0,6393.0,65360.0,1532.0,1682.0,Supermarket,Semi-Urban,Seniors
6.0,4.0,2.0,4.0,3.0,7.0,4.0,7.0,6.0,50356.0,,139365.0,,435.0,Beauty Parlor,Semi-Urban,Kids
7.0,1.0,3.0,5.0,0.0,5.0,4.0,4.0,8.0,60954.0,14987.0,86704.0,3481.0,61.0,Fast Food,Urban,Seniors
3.0,0.0,1.0,3.0,2.0,0.0,0.0,25.0,1.0,,9749.0,115477.0,1162.0,1024.0,Clothing Store,Semi-Urban,Teens
1.0,5.0,1.0,5.0,6.0,3.0,0.0,2.0,1.0,24132.0,10811.0,62774.0,3626.0,1400.0,Barber Shop,Semi-Urban,Teens
2.0,1.0,,4.0,,0.0,3.0,3.0,4.0,50599.0,515.0,116932.0,3455.0,1716.0,Sports Nutrition,Urban,Seniors
0.0,5.0,3.0,2.0,0.0,4.0,3.0,10.0,7.0,49777.0,5699.0,140897.0,360.0,696.0,Beauty Parlor,Rural,Teens
7.0,2.0,,0.0,,4.0,4.0,9.0,9.0,30695.0,5891.0,127857.0,358.0,990.0,Beauty Parlor,Urban,Seniors
2.0,5.0,3.0,4.0,3.0,3.0,3.0,7.0,4.0,,7526.0,67589.0,2699.0,56.0,Pharmacy,Rural,Seniors
6.0,0.0,1.0,5.0,6.0,8.0,4.0,8.0,7.0,52837.0,14293.0,135035.0,478.0,1773.0,Beauty Parlor,Semi-Urban,Teens
4.0,3.0,4.0,4.0,3.0,7.0,2.0,12.0,3.0,17662.0,11847.0,121901.0,300.0,162.0,Beauty Parlor,Semi-Urban,Teens
4.0,,4.0,4.0,6.0,9.0,2.0,23.0,8.0,43809.0,1665.0,52510.0,2420.0,,Supermarket,Rural,Adults
6.0,4.0,0.0,3.0,13.186506079653917,2.0,1.0,25.0,3.0,53354.0,5229.0,114421.0,3380.0,1646.0,Supermarket,Rural,Teens
8.0,1.0,1.0,5.0,0.0,4.0,0.0,18.0,4.0,44670.0,14638.0,143776.0,2026.0,236.0,Supermarket,Urban,Adults
4.0,0.0,0.0,3.0,3.0,5.0,1.0,22.0,6.0,77072.0,3249.0,95370.0,3631.0,1312.0,Supermarket,Semi-Urban,Kids
0.0,2.0,3.0,5.0,2.0,4.0,2.0,10.0,8.0,53022.0,7373.0,117065.0,1596.0,1553.0,Sports Nutrition,Urban,Seniors
0.0,2.0,0.0,3.0,5.0,7.0,3.0,23.0,4.0,58781.0,11189.0,85902.0,1453.0,1229.0,Clothing Store,Semi-Urban,Kids
1.0,0.0,1.0,3.0,5.0,4.0,0.0,2.0,6.0,65799.0,7046.0,62920.0,3976.0,,Barber Shop,Urban,Teens
5.0,4.0,3.0,2.0,0.0,7.0,0.0,0.0,3.0,72292.0,8368.0,109254.0,1233.0,1709.0,Beauty Parlor,Urban,Teens
8.0,4.0,3.0,4.0,1.0,9.0,1.0,22.0,1.0,63421.0,5557.0,31435.0,2747.0,1633.0,Stationery,Rural,Seniors
,3.0,4.0,2.0,1.0,9.0,0.0,13.0,1.0,38782.0,8165.0,71143.0,421.0,1826.0,Pharmacy,Urban,Adults
4.0,5.0,3.0,3.0,9.0,2.0,2.0,18.0,4.0,74552.0,3853.0,113402.0,1857.0,1865.0,Supermarket,Urban,
0.0,4.0,3.0,2.0,3.0,4.0,3.0,,1.0,64277.0,10956.0,92009.0,2369.0,294.0,Pharmacy,Urban,Adults
6.0,3.0,0.0,4.0,8.0,3.0,1.0,22.0,1.0,63523.0,14244.0,55233.0,2531.0,1945.0,Supermarket,Semi-Urban,Teens
4.0,5.0,5.0,,1.0,5.0,3.0,26.0,1.0,29523.0,7942.0,59861.0,3351.0,289.0,Supermarket,Semi-Urban,Kids
5.0,2.0,3.0,3.0,7.0,2.0,1.0,11.0,3.0,19706.0,3951.0,78541.0,3787.0,751.0,Supermarket,Urban,Seniors
